template,domain,source_family,progress,affect,cue_pole,cue_family,arm,model,repeat,request_id,blind_id
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:contrast_connective:canonical:wrong_attempt:frustrated:repeat1:MiniMax-M3,2b0e362d64ea393afc10
question_quotation,language,direct_speech_punctuation,wrong_attempt,frustrated,frustrated,1,implicit,glm-5.3,0,cue_transfer_v4:question_quotation:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,a5fcd30add3d0aaf71ff
prism_volume,mathematics,rectangular_prism_volume,correct_partial,frustrated,frustrated,3,implicit,MiniMax-M3,1,cue_transfer_v4:prism_volume:implicit:correct_partial:frustrated:repeat1:MiniMax-M3,74ff800a4db93b9c1209
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,frustrated,frustrated,0,explicit,glm-5.3,1,cue_transfer_v4:sampling_bias:explicit:wrong_attempt:frustrated:repeat1:glm-5.3,8ff51203f81331307a3b
binary_search_update,logic_and_data,binary_search_interval,correct_partial,calm,calm,1,explicit,deepseek-v4-pro,1,cue_transfer_v4:binary_search_update:explicit:correct_partial:calm:repeat1:deepseek-v4-pro,5281c6b0bccc35021d93
parallel_structure,language,parallel_structure,correct_partial,calm,calm,1,explicit,MiniMax-M2.7,0,cue_transfer_v4:parallel_structure:explicit:correct_partial:calm:repeat0:MiniMax-M2.7,29b803a33dbfcbcc8d70
photosynthesis_inputs,science,photosynthesis_inputs,wrong_attempt,frustrated,frustrated,0,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:photosynthesis_inputs:explicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,1e56145fafd42e9be68d
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:prism_volume:canonical:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,f07d39016a3be69318af
shortest_path,logic_and_data,weighted_graph_path,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:shortest_path:peer_control:wrong_attempt:calm:repeat1:MiniMax-M2.7,de5aca1a14378fc60ed6
parallel_structure,language,parallel_structure,wrong_attempt,calm,calm,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:parallel_structure:canonical:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,36c8441bcfa35782fff9
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,frustrated,frustrated,1,explicit,MiniMax-M3,1,cue_transfer_v4:algorithm_trace:explicit:correct_partial:frustrated:repeat1:MiniMax-M3,0faf0db23bc1dfa9e14d
distinct_allocation,logic_and_data,all_different_constraint,wrong_attempt,calm,calm,3,explicit,MiniMax-M3,1,cue_transfer_v4:distinct_allocation:explicit:wrong_attempt:calm:repeat1:MiniMax-M3,8e6f9ffdce4b22de7495
right_triangle,mathematics,pythagorean_length,correct_partial,frustrated,frustrated,3,explicit,MiniMax-M2.7,0,cue_transfer_v4:right_triangle:explicit:correct_partial:frustrated:repeat0:MiniMax-M2.7,1d0160c737ab0b38411d
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:sampling_bias:peer_control:correct_partial:frustrated:repeat0:MiniMax-M3,5766f72cd9574b5fb340
shortest_path,logic_and_data,weighted_graph_path,correct_partial,calm,calm,1,implicit,MiniMax-M2.7,0,cue_transfer_v4:shortest_path:implicit:correct_partial:calm:repeat0:MiniMax-M2.7,a2cf3c3677a95b50b027
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:pigeonhole_guarantee:peer_control:correct_partial:calm:repeat1:deepseek-v4-pro,5331a47d1e249bf39939
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:signed_temperature:peer_control:correct_partial:calm:repeat1:MiniMax-M3,cb25290e2c6f92fc7540
triangle_area,mathematics,triangle_area,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:triangle_area:canonical:wrong_attempt:calm:repeat0:MiniMax-M3,e5377429233a31063bbb
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,1,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,ed8777ffe6a43a949c09
median_order,mathematics,median,correct_partial,calm,calm,1,explicit,deepseek-v4-pro,1,cue_transfer_v4:median_order:explicit:correct_partial:calm:repeat1:deepseek-v4-pro,665fce169c09c86ace34
median_order,mathematics,median,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:median_order:canonical:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,8da85b399c6d5f26b49c
triangle_area,mathematics,triangle_area,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,0,cue_transfer_v4:triangle_area:peer_control:wrong_attempt:calm:repeat0:glm-5.3,6f3076e5dd75a0c401a9
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,frustrated,frustrated,0,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:sampling_bias:explicit:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,087b62589e6565cbfcd4
binary_search_update,logic_and_data,binary_search_interval,correct_partial,frustrated,frustrated,1,explicit,MiniMax-M2.7,1,cue_transfer_v4:binary_search_update:explicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,1b98a45c6e66e8eac9de
binary_search_update,logic_and_data,binary_search_interval,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:binary_search_update:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,1b7c1aa806053f562acb
homophone_choice,language,homophone_selection,wrong_attempt,frustrated,frustrated,0,implicit,MiniMax-M3,0,cue_transfer_v4:homophone_choice:implicit:wrong_attempt:frustrated:repeat0:MiniMax-M3,2d8528613c9bdc266c76
passive_voice,language,active_passive_voice,correct_partial,calm,calm,3,implicit,deepseek-v4-pro,1,cue_transfer_v4:passive_voice:implicit:correct_partial:calm:repeat1:deepseek-v4-pro,4548938cb177c395c728
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:pigeonhole_guarantee:canonical:correct_partial:frustrated:repeat0:MiniMax-M2.7,90dbcc98150d058ce039
shortest_path,logic_and_data,weighted_graph_path,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:shortest_path:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,80b7ff7260caded302cc
kinetic_energy,science,kinetic_energy,correct_partial,frustrated,frustrated,2,implicit,MiniMax-M2.7,1,cue_transfer_v4:kinetic_energy:implicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,2a5aa1ff1f446f599b70
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:signed_temperature:peer_control:correct_partial:calm:repeat1:deepseek-v4-pro,e5ba5d5748745d92abba
plural_possession,language,apostrophe_possession,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:plural_possession:canonical:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,1626e88e688676c9c6d9
parallel_structure,language,parallel_structure,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:parallel_structure:peer_control:correct_partial:calm:repeat0:deepseek-v4-pro,3b9c9a90bf5b6255d79c
contrast_connective,language,contrast_connective,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:contrast_connective:peer_control:wrong_attempt:frustrated:repeat0:MiniMax-M3,e7b77b6ad3a2aecfdc69
right_triangle,mathematics,pythagorean_length,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:right_triangle:canonical:correct_partial:calm:repeat0:MiniMax-M2.7,3cdc5227d7b65c48b4ef
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:balance_water_equation:peer_control:wrong_attempt:frustrated:repeat1:MiniMax-M3,16744da7aa0701df873b
binary_place_value,logic_and_data,binary_place_value,wrong_attempt,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:binary_place_value:peer_control:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,58db9d1495b0513c2021
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:prism_volume:peer_control:correct_partial:calm:repeat0:MiniMax-M3,41d46de15fb67780f3f6
contact_pressure,science,pressure,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,0,cue_transfer_v4:contact_pressure:peer_control:correct_partial:frustrated:repeat0:glm-5.3,a62315e64df94b9a6043
median_order,mathematics,median,correct_partial,calm,calm,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:median_order:canonical:correct_partial:calm:repeat0:doubao-seed-2.0-lite,6a7aede52a5956d5387c
binary_search_update,logic_and_data,binary_search_interval,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:binary_search_update:peer_control:correct_partial:calm:repeat0:deepseek-v4-pro,0a85eabc3fe4f96d4fc1
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:signed_temperature:peer_control:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,ee2aaafaafab4114d843
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:balance_water_equation:peer_control:wrong_attempt:calm:repeat1:MiniMax-M2.7,581fec2f96efbcca43f0
contact_pressure,science,pressure,wrong_attempt,frustrated,frustrated,fixed,canonical,glm-5.3,1,cue_transfer_v4:contact_pressure:canonical:wrong_attempt:frustrated:repeat1:glm-5.3,f46cf793634707c38a29
question_quotation,language,direct_speech_punctuation,correct_partial,calm,calm,0,explicit,deepseek-v4-pro,0,cue_transfer_v4:question_quotation:explicit:correct_partial:calm:repeat0:deepseek-v4-pro,a32db6053d13f2ea3738
common_multiple,mathematics,least_common_multiple,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:common_multiple:peer_control:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,9710def3f8c716e6c793
right_triangle,mathematics,pythagorean_length,wrong_attempt,calm,calm,3,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:right_triangle:explicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,e03e41a4c7fc4497863f
question_quotation,language,direct_speech_punctuation,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:question_quotation:canonical:correct_partial:calm:repeat0:MiniMax-M3,de3e27326abda8cbdbae
contact_pressure,science,pressure,wrong_attempt,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:contact_pressure:peer_control:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,cb1f9483e744e6045a73
kinetic_energy,science,kinetic_energy,wrong_attempt,calm,calm,1,explicit,deepseek-v4-pro,1,cue_transfer_v4:kinetic_energy:explicit:wrong_attempt:calm:repeat1:deepseek-v4-pro,8583b105558858614093
photosynthesis_inputs,science,photosynthesis_inputs,wrong_attempt,frustrated,frustrated,0,explicit,glm-5.3,1,cue_transfer_v4:photosynthesis_inputs:explicit:wrong_attempt:frustrated:repeat1:glm-5.3,4fe4adf9fcae0b14be3c
exclusive_or,logic_and_data,exclusive_or,wrong_attempt,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:exclusive_or:canonical:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,6c10584157fd8db3f6dd
parallel_structure,language,parallel_structure,wrong_attempt,calm,calm,1,explicit,glm-5.3,1,cue_transfer_v4:parallel_structure:explicit:wrong_attempt:calm:repeat1:glm-5.3,67ad1d4d02a2a58487ab
trophic_transfer,science,trophic_energy_transfer,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:trophic_transfer:canonical:correct_partial:calm:repeat1:MiniMax-M3,eaff2b04a02e869d5e57
binary_place_value,logic_and_data,binary_place_value,wrong_attempt,frustrated,frustrated,3,implicit,MiniMax-M2.7,0,cue_transfer_v4:binary_place_value:implicit:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,b65990908cad09ed7cc0
common_multiple,mathematics,least_common_multiple,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:common_multiple:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M3,fbb26512fc9e776fdd76
right_triangle,mathematics,pythagorean_length,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:right_triangle:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,28761bc0e8e09ebaeba1
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,3,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:signed_temperature:explicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,793d3421d9bd3f86bcd7
median_order,mathematics,median,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:median_order:peer_control:correct_partial:calm:repeat1:MiniMax-M3,f43c6d47f9659ce43770
binary_search_update,logic_and_data,binary_search_interval,wrong_attempt,frustrated,frustrated,2,implicit,MiniMax-M2.7,0,cue_transfer_v4:binary_search_update:implicit:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,c0fdb481f5ffeba8011a
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:prism_volume:canonical:correct_partial:calm:repeat1:MiniMax-M3,ed130a322f71d40a4e75
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,3,implicit,glm-5.3,1,cue_transfer_v4:pigeonhole_guarantee:implicit:correct_partial:frustrated:repeat1:glm-5.3,41388050e4a303ae8d05
common_multiple,mathematics,least_common_multiple,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:common_multiple:canonical:wrong_attempt:calm:repeat0:MiniMax-M3,36463c7c0565c7b1c7e4
contact_pressure,science,pressure,wrong_attempt,calm,calm,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:contact_pressure:canonical:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,67a56736b4cfe1e8c857
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,0,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:homophone_choice:implicit:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,3d494faac68f7309b1ce
gas_volume,science,boyles_law,correct_partial,calm,calm,1,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:gas_volume:explicit:correct_partial:calm:repeat1:doubao-seed-2.0-lite,0fbd837206f1f300dbba
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,frustrated,frustrated,fixed,canonical,glm-5.3,1,cue_transfer_v4:sampling_bias:canonical:correct_partial:frustrated:repeat1:glm-5.3,df453eaa7c68ff6d955f
contact_pressure,science,pressure,correct_partial,calm,calm,1,implicit,MiniMax-M3,1,cue_transfer_v4:contact_pressure:implicit:correct_partial:calm:repeat1:MiniMax-M3,f13b6e3c05d7d30ce0e6
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:distinct_allocation:peer_control:correct_partial:frustrated:repeat0:MiniMax-M2.7,2baef5d58549cfa66d87
photosynthesis_inputs,science,photosynthesis_inputs,correct_partial,calm,calm,0,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:photosynthesis_inputs:explicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,4a9196b99b595d382711
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,calm,calm,1,explicit,MiniMax-M3,1,cue_transfer_v4:algorithm_trace:explicit:correct_partial:calm:repeat1:MiniMax-M3,db3b610c9da0991af00e
triangle_area,mathematics,triangle_area,correct_partial,calm,calm,2,implicit,deepseek-v4-pro,0,cue_transfer_v4:triangle_area:implicit:correct_partial:calm:repeat0:deepseek-v4-pro,e4df3e3b9ada24693d7c
trophic_transfer,science,trophic_energy_transfer,correct_partial,frustrated,frustrated,3,explicit,MiniMax-M3,0,cue_transfer_v4:trophic_transfer:explicit:correct_partial:frustrated:repeat0:MiniMax-M3,c4baf8ce585cc6288329
signed_temperature,mathematics,signed_integer_addition,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,1,cue_transfer_v4:signed_temperature:canonical:wrong_attempt:calm:repeat1:glm-5.3,1b48c6b1f66a6ed3beca
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,fixed,canonical,glm-5.3,0,cue_transfer_v4:pigeonhole_guarantee:canonical:correct_partial:frustrated:repeat0:glm-5.3,1962ea4d7297582bea21
homophone_choice,language,homophone_selection,wrong_attempt,calm,calm,0,implicit,glm-5.3,0,cue_transfer_v4:homophone_choice:implicit:wrong_attempt:calm:repeat0:glm-5.3,b93f153e93aea0401045
contact_pressure,science,pressure,wrong_attempt,calm,calm,0,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:contact_pressure:explicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,399537fa01cca861519e
contrast_connective,language,contrast_connective,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:contrast_connective:canonical:wrong_attempt:calm:repeat1:MiniMax-M3,f18d23969216bc9295a0
trophic_transfer,science,trophic_energy_transfer,correct_partial,calm,calm,3,explicit,glm-5.3,0,cue_transfer_v4:trophic_transfer:explicit:correct_partial:calm:repeat0:glm-5.3,8e65cbc83ab880dfa308
radioactive_half_life,science,half_life,wrong_attempt,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:radioactive_half_life:peer_control:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,57ee779c59ddc3e16491
passive_voice,language,active_passive_voice,correct_partial,frustrated,frustrated,3,implicit,glm-5.3,1,cue_transfer_v4:passive_voice:implicit:correct_partial:frustrated:repeat1:glm-5.3,0692e48792b16e1411af
binary_place_value,logic_and_data,binary_place_value,wrong_attempt,calm,calm,2,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:binary_place_value:explicit:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,0e8bf2870a7023448d60
passive_voice,language,active_passive_voice,correct_partial,calm,calm,2,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:passive_voice:explicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,239bcc336fb7523f6e9f
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:sampling_bias:canonical:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,54b4867f5b71df63d821
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:pigeonhole_guarantee:peer_control:correct_partial:frustrated:repeat1:glm-5.3,02a8ba9143909bd70980
exponent_product,mathematics,exponent_product,wrong_attempt,frustrated,frustrated,1,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:exponent_product:implicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,c7c75215d20a2c48f943
radioactive_half_life,science,half_life,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:radioactive_half_life:canonical:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,d9af0d7fc9a4918bceee
